dyad_id,start_date,end_date,outcome
476,1965-02-28,2007-11-27,1.0
477,1989-05-03,,
477,1989-05-03,1994-12-31,5.0
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,,
477,1989-05-03,2009-12-31,5.0
477,1989-05-03,,
477,1989-05-03,2012-11-23,2.0
477,1989-05-03,2014-08-26,2.0
477,1989-05-03,2018-12-31,5.0
478,1987-08-31,1995-12-31,5.0
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,,
478,1987-08-31,2012-12-31,5.0
478,1987-08-31,2014-08-26,2.0
478,1987-08-31,2019-11-14,2.0
479,1995-01-02,1996-12-31,5.0
479,1995-01-02,,
479,1995-01-02,,
479,1995-01-02,2002-12-31,2.0
480,2000-10-30,,
480,2000-10-30,,
480,2000-10-30,2004-12-31,6.0
481,2001-08-19,2006-12-31,5.0
482,1949-05-31,,
482,1949-05-31,,
482,1949-05-31,,
482,1949-05-31,,
482,1949-05-31,1953-07-27,2.0
483,1950-10-07,1950-10-09,3.0
483,1950-10-07,1956-12-31,5.0
483,1950-10-07,1959-04-23,3.0
484,1950-08-05,1950-11-15,3.0
485,1950-10-30,1950-11-01,3.0
486,1951-10-18,,
486,1951-10-18,1952-12-31,5.0
487,1951-06-30,1951-07-01,3.0
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,,
488,1966-12-31,1982-12-31,5.0
489,1952-10-22,,
489,1952-10-22,,
489,1952-10-22,,
489,1952-10-22,,
489,1952-10-22,1956-12-31,3.0
490,1953-07-26,1953-07-27,3.0
490,1953-07-26,,
490,1953-07-26,,
490,1953-07-26,1958-12-31,4.0
491,1961-04-17,1961-04-20,3.0
492,1953-12-31,1953-12-31,5.0
492,1953-12-31,,
492,1953-12-31,,
492,1953-12-31,,
492,1953-12-31,1961-12-31,2.0
493,1958-04-02,,
493,1958-04-02,,
493,1958-04-02,,
493,1958-04-02,1961-08-30,3.0
494,1958-03-07,,
494,1958-03-07,,
494,1958-03-07,,
494,1958-03-07,1961-10-30,3.0
495,1953-11-07,,
495,1953-11-07,,
495,1953-11-07,,
495,1953-11-07,1956-03-02,1.0
496,1953-04-30,,
496,1953-04-30,,
496,1953-04-30,,
496,1953-04-30,1956-03-20,6.0
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,,
497,1954-11-01,1962-03-19,1.0
498,1955-12-31,,
498,1955-12-31,,
498,1955-12-31,1957-12-31,5.0
499,1955-09-16,1955-09-19,4.0
500,1955-06-16,1955-09-19,4.0
501,1963-04-02,1963-09-22,3.0
502,1970-09-18,,
502,1970-09-18,,
502,1970-09-18,,
502,1970-09-18,1977-12-31,3.0
503,1970-06-01,,
503,1970-06-01,,
503,1970-06-01,1977-12-31,3.0
504,1955-06-02,,
504,1955-06-02,,
504,1955-06-02,,
504,1955-06-02,,
504,1955-06-02,1959-02-19,1.0
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,,
505,1955-04-30,1964-12-31,6.0
506,1956-10-23,1956-11-14,4.0
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,1959-12-31,5.0
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,,
507,1955-07-20,1968-06-15,5.0
508,1982-08-24,,
508,1982-08-24,,
508,1982-08-24,,
508,1982-08-24,,
508,1982-08-24,,
508,1982-08-24,1997-07-22,2.0
508,1982-08-24,2000-09-13,2.0
510,1956-10-31,1956-11-06,2.0
511,1957-12-31,1957-12-31,5.0
511,1957-12-31,1987-12-31,5.0
511,1957-12-31,1992-11-06,5.0
511,1957-12-31,1996-10-06,5.0
511,1957-12-31,2005-01-25,5.0
512,1957-09-30,,
512,1957-09-30,,
512,1957-09-30,1959-12-31,6.0
513,1957-05-01,1957-05-07,1.0
514,1957-01-12,,
514,1957-01-12,1958-06-30,3.0
515,1957-11-23,,
515,1957-11-23,1958-06-30,3.0
516,1957-07-31,1957-08-26,3.0
517,1958-07-14,1958-07-14,4.0
518,1959-03-08,1959-03-10,3.0
519,1963-11-18,1963-11-20,3.0
520,1963-02-08,1963-02-18,4.0
521,1982-08-01,,
521,1982-08-01,,
521,1982-08-01,1984-12-31,5.0
521,1982-08-01,1987-12-31,5.0
521,1982-08-01,,
