paid,conflict_id,dyad_name,conflict_name,peace_date,dyadep_id,dyadepisode,type_of_conflict2,dyadcount,dyadterm,end_date,ependprec,outcome,cfiredate,peagdate,recur,version,dyad_id,year,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,intensity_level,type_of_conflict,start_date,start_prec,start_date2,start_prec2,gwno_loc,region,duration_after_peace,possible_resume
1338,288,Government of Chad - FUCD,Chad: Government,2006-12-24,61801.0,1,3,3,1.0,2006-12-31,5.0,6.0,,,0,3,618,2006,Chad,Government of Chad,87,,RAFD,454,,2,,1,3,2006-06-04,2,2006-12-01,1,483,4,7,True
1338,288,Government of Chad - FUCD,Chad: Government,2006-12-24,61901.0,1,3,1,1.0,2007-12-31,5.0,6.0,,,0,3,619,2007,Chad,Government of Chad,87,,UFDD,456,,2,,1,3,2006-10-23,1,2006-10-23,1,483,4,372,True
1499,288,Government of Chad - UFDD,Chad: Government,2007-10-25,61901.0,1,3,1,1.0,2007-12-31,5.0,6.0,,,0,3,619,2007,Chad,Government of Chad,87,,UFDD,456,,2,,1,3,2006-10-23,1,2006-10-23,1,483,4,67,True
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,11451,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,8164,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,8895,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,9625,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,10721,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,11817,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,12912,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62502.0,2,3,3,1.0,1986-12-31,5.0,5.0,,,0,3,625,1986,Colombia,Government of Colombia,17,,M-19,745,,2,,1,3,1978-01-15,1,1981-12-31,5,100,5,859,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62503.0,3,3,4,1.0,1988-12-31,5.0,1.0,,1989-11-02 00:00:00,1,3,625,1988,Colombia,Government of Colombia,17,,M-19,745,,2,,1,3,1978-01-15,1,1988-12-31,5,100,5,1590,False
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62601.0,1,3,4,1.0,1984-08-24,1.0,2.0,1984-08-24 00:00:00,,0,3,626,1984,Colombia,Government of Colombia,17,,EPL,746,,2,,1,3,1968-01-06,1,1984-12-31,5,100,5,0,True
1501,289,"Government of Colombia - EPL, Government of Colombia - M-19",Colombia: Government,1984-08-24,62602.0,2,3,3,1.0,1990-12-31,5.0,1.0,,1991-02-15 00:00:00,0,3,626,1990,Colombia,Government of Colombia,17,,EPL,746,,2,,1,3,1968-01-06,1,1987-12-31,5,100,5,2320,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,9428,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,6141,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6872,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7602,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8698,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9794,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10889,False
1502,289,Government of Colombia - M-19,Colombia: Government,1990-03-09,62602.0,2,3,3,1.0,1990-12-31,5.0,1.0,,1991-02-15 00:00:00,0,3,626,1990,Colombia,Government of Colombia,17,,EPL,746,,2,,1,3,1968-01-06,1,1987-12-31,5,100,5,297,True
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,9258,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,5971,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6702,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7432,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8528,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9624,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10719,False
1572,289,Government of Colombia - EPL,Colombia: Government,1990-08-26,62602.0,2,3,3,1.0,1990-12-31,5.0,1.0,,1991-02-15 00:00:00,0,3,626,1990,Colombia,Government of Colombia,17,,EPL,746,,2,,1,3,1968-01-06,1,1987-12-31,5,100,5,127,True
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,9229,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,5942,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6673,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7403,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8499,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9595,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10690,False
1573,289,Government of Colombia - EPL,Colombia: Government,1990-09-24,62602.0,2,3,3,1.0,1990-12-31,5.0,1.0,,1991-02-15 00:00:00,0,3,626,1990,Colombia,Government of Colombia,17,,EPL,746,,2,,1,3,1968-01-06,1,1987-12-31,5,100,5,98,True
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,9225,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,5938,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6669,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7399,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8495,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9591,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10686,False
1574,289,Government of Colombia - EPL,Colombia: Government,1990-09-28,62602.0,2,3,3,1.0,1990-12-31,5.0,1.0,,1991-02-15 00:00:00,0,3,626,1990,Colombia,Government of Colombia,17,,EPL,746,,2,,1,3,1968-01-06,1,1987-12-31,5,100,5,94,True
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,9102,False
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,5815,False
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6546,False
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7276,False
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8372,False
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9468,False
1575,289,Government of Colombia - EPL,Colombia: Government,1991-01-29,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10563,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,9085,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,5798,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6529,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7259,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8355,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9451,False
1079,289,Government of Colombia - EPL,Colombia: Government,1991-02-15,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10546,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,8974,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,5687,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,6418,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,7148,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,8244,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,9340,False
1503,289,"Government of Colombia - FARC, Government of Colombia - ELN, Government of Colombia - EPL",Colombia: Government,1991-06-06,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,10435,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,6534,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,3247,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,3978,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,4708,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,5804,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,6900,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,7995,False
1505,289,Government of Colombia - ELN,Colombia: Government,1998-02-09,1600000.0,1,3,3,1.0,2004-12-31,5.0,5.0,,,0,3,15558,2004,Colombia,Government of Colombia,17,,EPL - Megateo,7074,,2,,1,3,1991-09-09,1,2004-10-14,1,100,5,2517,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,6083,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,2796,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,3527,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,4257,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,5353,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,6449,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,7544,False
1329,289,Government of Colombia - FARC,Colombia: Government,1999-05-06,1600000.0,1,3,3,1.0,2004-12-31,5.0,5.0,,,0,3,15558,2004,Colombia,Government of Colombia,17,,EPL - Megateo,7074,,2,,1,3,1991-09-09,1,2004-10-14,1,100,5,2066,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,5816,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,2529,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,3260,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,3990,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,5086,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,6182,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,7277,False
1578,289,Government of Colombia - FARC,Colombia: Government,2000-01-28,1600000.0,1,3,3,1.0,2004-12-31,5.0,5.0,,,0,3,15558,2004,Colombia,Government of Colombia,17,,EPL - Megateo,7074,,2,,1,3,1991-09-09,1,2004-10-14,1,100,5,1799,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62303.0,3,3,2,1.0,2015-12-31,4.0,1.0,2016-06-23 00:00:00,2016-11-24 00:00:00,0,3,623,2015,Colombia,Government of Colombia,17,,FARC,743,,2,,1,3,1964-12-31,5,1974-12-31,5,100,5,5438,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62404.0,4,3,2,1.0,2006-12-31,5.0,5.0,,,0,3,624,2006,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,1984-12-31,5,100,5,2151,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62405.0,5,3,2,1.0,2008-12-31,5.0,5.0,,,1,3,624,2008,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2008-12-05,1,100,5,2882,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62406.0,6,3,2,1.0,2010-12-31,5.0,5.0,,,1,3,624,2010,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2010-09-03,1,100,5,3612,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62407.0,7,3,2,1.0,2013-12-31,5.0,5.0,,,1,3,624,2013,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2013-12-31,1,100,5,4708,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62408.0,8,3,1,1.0,2016-12-31,5.0,2.0,2017-09-04 00:00:00,,0,3,624,2016,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2015-09-17,1,100,5,5804,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,62409.0,9,3,2,1.0,2019-12-31,5.0,5.0,,,0,3,624,2019,Colombia,Government of Colombia,17,,ELN,744,,2,,1,3,1965-01-07,1,2018-02-27,1,100,5,6899,False
1122,289,Government of Colombia - FARC,Colombia: Government,2001-02-09,1600000.0,1,3,3,1.0,2004-12-31,5.0,5.0,,,0,3,15558,2004,Colombia,Government of Colombia,17,,EPL - Megateo,7074,,2,,1,3,1991-09-09,1,2004-10-14,1,100,5,1421,False
